Informant,Project,Sex,Age,Ethnicity,Education_level,Occupation,Town/City,County,State,Latitude,Longitude,Fieldworker,Year_interviewed,Notes
OH12B,LANCS,Male,51,White,At least some high school,Farmer,Lawrence,Arabia,OH,38.6581,-82.4735,"Lowman, Guy",1940,"also, 280 O LAW; livestock dealer, county commissioner; LONG worksheets"
OH12C,LANCS,Male,35,White,Unknown,Farmer,Lawrence,Rome,OH,38.299,-82.2011,"Lowman, Guy",1940,Incomplete record; LONG worksheets
OH12D,LANCS,Female,50,White,Unknown,Keeping house,Lawrence,Platform,OH,38.558,-82.214,"Lowman, Guy",1940,Incomplete record; LONG worksheets
OH13A,LANCS,Male,95,White,Between 1 and 8 yrs.,Farmer,Defiance,Mark,OH,41.2961,-84.627,"McDavid, Raven",1949,"also, 201.1; also, logger"
OH13B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Defiance,Defiance,OH,41.2845,-84.3558,"McDavid, Raven",1949,"also, 201.2"
OH14A,LANCS,Male,84,White,Between 1 and 8 yrs.,Merchant,Wood,Perrysburg,OH,41.557,-83.6272,"McDavid, Raven",1949,"also, 202.1"
OH14B,LANCS,Male,85,White,Between 1 and 8 yrs.,Merchant,Wood,Perrysburg,OH,41.557,-83.6272,"McDavid, Raven",1949,"also, 202.2"
OH15A,LANCS,Male,71,White,At least some high school,Craftsman or foreman,Erie,Huron,OH,41.395,-82.5552,"Davis, Alva L.",1950,"also, 203.1; electrician, also farmer"
OH15B,LANCS,Male,50,White,At least some high school,Craftsman or foreman,Erie,Huron,OH,41.395,-82.5552,"Davis, Alva L.",1950,"also, 203.2; painter"
OH16A,LANCS,Male,76,White,Between 1 and 8 yrs.,Craftsman or foreman,Cuyahoga,Pepper Pike,OH,41.4784,-81.4673,"McDavid, Raven",1949,"also, 204.1; bricklayer, also plumber, contractor, dairy farmer"
OH16B,LANCS,Female,62,White,At least some college or beyond,Clerical and sales,Cuyahoga,Pepper Pike,OH,41.4784,-81.4673,"McDavid, Raven",1949,"also, 204.2; librarian"
OH16C,LANCS,Male,66,White,At least some college or beyond,Teacher,Cuyahoga,Pepper Pike,OH,41.4784,-81.4673,"Davis, Alva L.",1950,"also, 204.3; professor"
OH17A,LANCS,Male,86,White,At least some high school,Farmer,Medina ,Medina,OH,41.1432,-81.8552,"Reynard, Cassil",1933,LONG worksheets
OH17B,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,Medina ,Medina,OH,41.1432,-81.8552,"Richmond, Edson",1940,"also, 209.11; aux. inf. Wife, aux. inf. Son; incomplete record"
OH17C,LANCS,Female,64,White,At least some high school,Operative,Medina ,Medina,OH,41.1432,-81.8552,"Davis, Alva L.",1951,"also, 209.2; printer"
OH17D,LANCS,Male,39,White,At least some college or beyond,"Manager, official, or proprietor",Medina ,Wadsworth,OH,41.0256,-81.7299,"Richmond, Edson",1940,"also, 209.3; hardware merchant"
OH18A,LANCS,Male,82,White,At least some college or beyond,Farmer,Portage,Hiram ,OH,41.3126,-81.1437,"Reynard, Cassil",1933,"also, 13A, 205.1; retired farmer, now beekeeper, carpenter, maker of jigsaw puzzles and wooden toys; LONG worksheets"
OH18B,LANCS,Female,57,White,At least some high school,Service worker,Portage,Ravenna,OH,41.1576,-81.242,"Davis, Alva L.",1951,"also, 205.2; hotel clerk, also sales work"
OH18C,LANCS,Male,53,White,At least some high school,Farmer,Portage,Streetsboro,OH,41.2392,-81.3459,"Richmond, Edson",1940,"also, 205.21"
OH19A,LANCS,Male,82,White,At least some high school,Farmer,Van Wert,Willshire,OH,40.7487,-84.7911,"McDavid, Raven",1949,"also, 206.1"
OH19B,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,Van Wert,Venodocia,OH,40.7864,-84.4569,"McDavid, Raven",1949,"also, 206.11; incomplete record"
OH19C,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Van Wert,Pleasant (Van Wert),OH,40.868,-84.5825,"McDavid, Raven",1949,"also, 206.2; also, factory worker, insurance salesman"
OH20A,LANCS,Male,76,White,At least some high school,Farmer,Putnam,Gilboa,OH,41.0181,-83.9219,"Cassidy, Frederic",1939,"also, 207.1"
OH20B,LANCS,Male,77,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",Putnam,Glandorf,OH,41.0289,-84.0791,"McDavid, Raven",1949,"also, 207.2; restaurant operator"
OH21A,LANCS,Male,79,White,Between 1 and 8 yrs.,Operative,Wyandot,Upper Sandusky,OH,40.8273,-83.2813,"McDavid, Raven",1949,"also, 208.1; steelworker"
OH21B,LANCS,Female,88,White,Unknown,Keeping house,Wyandot,Upper Sandusky,OH,40.8273,-83.2813,"Obee, Kathleen",1962,"also, 208.11"
OH21C,LANCS,Male,85,White,Between 1 and 8 yrs.,Farmer,Wyandot,Upper Sandusky,OH,40.8273,-83.2813,"McDavid, Raven",1949,"also, 208.2"
OH21D,LANCS,Female,50,White,Unknown,Keeping house,Wyandot,Upper Sandusky,OH,40.8273,-83.2813,"Obee, Kathleen",1962,
OH22A,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Knox,Butler ,OH,40.2133,-82.1354,"Cassidy, Frederic",1939,"also, 214.1"
OH22B,LANCS,Male,63,White,Between 1 and 8 yrs.,Operative,Knox,Gambier,OH,40.3756,-82.3971,"Davis, Alva L.",1950,"also, 214.2; school bus driver, also post office employee"
OH23A,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,Ashland,Ashland ,OH,40.8687,-82.3182,"McDavid, Raven",1956,"also, 210A.1; Aux. inf. Wife"
OH23B,LANCS,Male,65,White,At least some high school,Farmer,Wayne,Doylestown,OH,40.9701,-81.6965,"Richmond, Edson",1940,"also, 210.1"
OH23C,LANCS,Female,79,White,At least some high school,Keeping house,Wayne,Chippewa,OH,40.9628,-81.7131,"McDavid, Raven",1956,Has done some catering
OH24A,LANCS,Male,76,White,Between 1 and 8 yrs.,Public servant,Holmes,Millersburg,OH,40.5545,-81.9179,"Davis, Alva L.",1950,"also, 215.1; Sheriff, also superintendant of county poor farm; Aux. inf. Wife"
OH24B,LANCS,Female,69,White,Between 1 and 8 yrs.,Clerical and sales,Holmes,Millersburg,OH,40.5545,-81.9179,"Davis, Alva L.",1950,"also, 215.2; executive assistant"
OH25,LANCS,Male,88,White,At least some high school,Clerical and sales,Tuscarawas,New Philadelphia,OH,40.4898,-81.4457,"McDavid, Raven",1953,"also, 216A.2, 14; insurance agent"
OH26A,LANCS,Male,83,White,No formal schooling,Farmer,Darke,Greenville,OH,40.1028,-84.633,"Reynard, Cassil",1933,"also, drummer; 27 days of schooling; LONG worksheets"
OH26B,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Darke,Greenville,OH,40.1028,-84.633,"Reynard, Cassil",1933,"also, miller; LONG worksheets"
OH27A,LANCS,Male,85,White,Between 1 and 8 yrs.,Operative,Champaign,Urbana,OH,40.1084,-83.7524,"Davis, Alva L.",1950,"also, 212.1; telephone co. emp.; aux. inf. Wife"
OH27B,LANCS,Female,62,White,At least some high school,Keeping house,Champaign,Urbana,OH,40.1084,-83.7524,"Davis, Alva L.",1950,"also, 212.2"
OH28A,LANCS,Male,87,White,At least some high school,"Manager, official, or proprietor",Franklin,Worthington,OH,40.0931,-83.018,"Reynard, Cassil",1933,"also, 213.2; landlord of farms and house; Civil War veteran; LONG worksheets"
OH28B,LANCS,Male,79,White,At least some high school,Farmer,Franklin,Reynoldsburg,OH,39.9548,-83.8121,"Reynard, Cassil",1933,"also,  213.1; LONG worksheets"
OH28C,LANCS,Male,62,White,At least some college or beyond,"Manager, official, or proprietor",Franklin,Columbus,OH,39.9612,-82.9988,"McDavid, Raven",1957,"also, 213.3; dean"
OH29A,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer ,Fairfield,Amanda,OH,39.6495,-82.7443,"Davis, Alva L.",1950,"also, 218.1"
OH29B,LANCS,Male,65,White,At least some high school,"Manager, official, or proprietor",Fairfield,Lancaster,OH,39.7137,-82.5993,"Davis, Alva L.",1950,"also, 218.2; also, merchant; bank director"
OH30A,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,Muskingham,New Concord,OH,39.9937,-81.734,"Davis, Alva K.",1950,"also, 219.1, 15a; also, county treasurer"
OH30B,LANCS,Female,70,White,At least some high school,Keeping house,Muskingham,New Concord,OH,39.9937,-81.734,"Davis, Alva K.",1950,"also, 219.2, 15b"
OH31A,LANCS,Male,75,White,At least some high school,Farmer,Guernsey,Senecaville,OH,39.9342,-81.4623,"McDavid, Raven",1956,"also, 219A.1, 16a"
OH31B,LANCS,Male,74,White,Between 1 and 8 yrs.,Laborer,Guernsey,Greenwood,OH,39.9248,-81.4618,"McDavid, Raven",1956,"also, 219A.11, 16b; miner, also storekeeper, surveyor"
OH31C,LANCS,Male,71,White,At least some high school,Farmer,Guernsey,Lore City,OH,39.9848,-81.4585,"McDavid, Raven",1956,"also, 219a2, 16c; also ex-schoolteacher"
OH32A,LANCS,Female,73,White,At least some high school,Farmer's wife,Preble ,Israel,OH,39.5955,-84.7524,"Davis, Alva L.",1950,"also, 220.1; aux. inf. Husband"
OH32B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Butler,Riley,OH,39.4304,-84.7524,"Richmond, Edson",1940,"also, 220.11"
OH32C,LANCS,Male,60,White,At least some college or beyond,"Manager, official, or proprietor",Preble ,Israel,OH,39.5955,-84.7524,"Davis, Alva L.",1950,"also, 220.2; banker; listed as Union Township, which was apparently absorbed into another county and is now considered part of Indiana"
OH32D,LANCS,Female,64,White,At least some college or beyond,Keeping house,Butler,Oxford,OH,39.507,-84.7452,"Richmond, Edson",1940,"also, 220.3"
OH33A,LANCS,Male,94,White,Between 1 and 8 yrs.,Farmer,Greene,Cedarville ,OH,39.7442,-83.8085,"Davis, Alva L.",1950,"also, 217.1"
OH33B,LANCS,Male,72,White,At least some high school,"Manager, official, or proprietor",Greene,Xenia,OH,39.6848,-83.9297,"Davis, Alva L.",1950,"also, 217.2; postmaster, also city auditor"
OH34A,LANCS,Male,80,White,Between 1 and 8 yrs.,Craftsman or foreman,Clinton,Wilmington,OH,39.4453,-83.8285,"McDavid, Raven",1955,"also, 217.A.1; carpenter; incomplete record"
OH34B,LANCS,Male,89,White,At least some high school,Unknown,Clinton,Wilmington,OH,39.4453,-83.8285,"McDavid, Raven",1955,"also, 217A.2"
OH34C,LANCS,Male,67,White,At least some college or beyond,Teacher,Clinton,Union,OH,39.27,-83.4938,"McDavid, Raven",1955,"also, 217A.3; professor"
OH34D,LANCS,Male,76,White,At least some college or beyond,Teacher,Clinton,Chester,OH,39.5155,-83.9533,"McDavid, Raven",1955,"also, 217A.31; college teacher"
OH35A,LANCS,Male,79,White,At least some college or beyond,Craftsman or foreman,Ross,Scioto,OH,39.1951,-82.5858,"Davis, Alva L.",1950,"also, 221.1; tinsmith, also mechanic, watchman"
OH35B,LANCS,Female,72,White,At least some high school,Keeping house,Ross,Scioto,OH,39.1951,-82.5858,"Davis, Alva L.",1950,"also, 221.2"
OH36A,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,Vinton,McArthur,OH,39.2645,-82.4785,"McDavid, Raven",1953,"also 22A.1, 18; also, former mine operator"
OH36B,LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,Morgan,Malta,OH,39.392,-81.5152,"McDavid, Raven",1953,"also, 223A.1, 17; also, hog breeder, mail carrier"
OH37A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,Hamilton,Fairfield ,OH,39.1952,-84.3234,"Richmond, Edson",1940,"also, 224.1; also, caretaker"
OH37B,LANCS,Male,82,White,Between 1 and 8 yrs.,Craftsman or foreman,Hamilton,Sycamore,OH,39.1248,-84.5613,"McDavid, Raven",1955,"also, 224.11; carpenter, also, railroad worker"
OH37C,LANCS,Female,86,White,Between 1 and 8 yrs.,Unknown,Hamilton,Sycamore,OH,39.1248,-84.5613,"McDavid, Raven",1955,"also, 224.12; incomplete record"
OH37D,LANCS,Female,65,White,Between 1 and 8 yrs.,Keeping house,Hamilton,Westwood,OH,39.1424,-84.5923,"McDavid, Raven",1955,"also, 224.2"
OH37E,LANCS,Female,65,White,At least some high school,Clerical and sales,Hamilton,Cincinnati,OH,39.1031,-84.512,"McDavid, Raven",1955,"also, 224.21; librarian"
OH37F,LANCS,Male,68,White,At least some college or beyond,"Manager, official, or proprietor",Hamilton,Cincinnati,OH,39.1031,-84.512,"Davis, Alva L.",1950,"also, 224.3; publisher and editor of law journal and historical quarterly"
OH37G,LANCS,Female,48,White,At least some college or beyond,Teacher,Hamilton,Sycamore,OH,39.2067,-84.3797,"McDavid, Raven",1956,"also, 224.31; professor"
OH38A,LANCS,Male,89,White,Between 1 and 8 yrs.,Craftsman or foreman,Clermont,Tate,OH,38.9421,-84.0802,"McDavid, Raven",1954,"also, 224A.1; railroad section foreman"
OH38B,LANCS,Male,83,White,At least some high school,"Manager, official, or proprietor",Clermont,Monroe,OH,38.9375,-84.1963,"McDavid, Raven",1954,"also, 224A.2; box manufacturer"
OH39A,LANCS,Male,76,White,At least some high school,Farmer,Adams,Tiffin,OH,38.4759,-83.3141,"Cassidy, Frederic",1939,"also, 225.1"
OH39B,LANCS,Male,67,White,At least some high school,Craftsman or foreman,Adams,Tiffin,OH,38.4759,-83.3141,"Davis, Alva L.",1950,"also, 225.2; miller, also oil business"
IN1A,LANCS,Male,66,White,Between 1 and 8 yrs.,Operative,Porter,Morgan,IN,41.3823,-87.0024,"Bender, Byron",1951,"also, 131.1; railroad worker"
IN1B,LANCS,Female,60,White,At least some high school,Keeping house,Porter,Morgan,IN,41.3823,-87.0024,"McDavid, Raven",1950,"also, 131.2"
IN2A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Marshall,North,IN,41.4412,-86.2768,"Eliason, Norman E.",1938,"also, 133.1"
IN2B,LANCS,Male,56; 60,White,Unknown,Farmer,Marshall,Center,IN,41.303,-86.3377,"Thompson, Robert M.",1962; 1964,"also, 133.2; interviewed twice, 3 yrs. apart; former insurance salesman"
IN3A,LANCS,Male,73,White,At least some high school,Clerical and sales,Elkhart,Elkhart,IN,41.682,-85.9767,"Motherwell, George",1953,"also, 132.1; insurance agent, also former bookkeeper, milling-tile-coal business, and farmer"
IN3B,LANCS,Male,52,White,Between 1 and 8 yrs.,Farmer,Elkhart,Clinton,IN,41.581,-85.7051,"Motherwell, George",1953,"also, 132.2"
IN4A,LANCS,Male,82,White,Between 1 and 8 yrs.,Farmer,Warren,Washington,IN,40.268,-87.3314,"Eliason, Norman E.",1938,"also, 137.1"
IN4B,LANCS,Male,58,White,At least some college or beyond,Professional & technical,Warren,Washington,IN,40.268,-87.3314,"Bender, Byron",1952,"also, 137.3; lawyer"
IN5,LANCS,Male,81,White,At least some high school,Farmer,Tippecanoe,Fairfield,IN,40.4494,-86.8421,"McDavid, Raven",1957,"also, 137A.1"
IN6A,LANCS,Male,67,White,Between 1 and 8 yrs.,Operative,Carroll,Delphi,IN,40.5875,-86.675,"Leuschel, Donald",1960,"also, 136.1; railroader"
IN6B,LANCS,Female,76,White,At least some high school,Operative,Carroll,Delphi,IN,40.5875,-86.675,"Bender, Byron",1952,"also, 136.2; seamstress"
IN6C,LANCS,Male,56,White,At least some high school,"Manager, official, or proprietor",Carroll,Delphi,IN,40.5875,-86.675,"Bender, Byron",1952,"also, 136.21; coal company owner, formerly farmer for 3 yrs., WWI veteran"
IN7A,LANCS,Male,89,White,Between 1 and 8 yrs.,Farmer,Wabash,Lagro,IN,40.8381,-85.7303,"Eliason, Norman E.",1938,also 135.1
IN7B,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,Wabash,Lagro,IN,40.8381,-85.7303,"Eliason, Norman E.",1938,"also, 135.11; incomplete record"
IN7C,LANCS,Female,67,White,At least some high school,Farmer's wife,Wabash,Lagro,IN,40.8381,-85.7303,"Bender, Byron",1952,"also, 135.2"
IN8A,LANCS,Male,80,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",Allen,Jefferson,IN,41.0302,-84.9609,"Motherwell, George",1953,"also, 134.1; gas station operator"
IN8B,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,Allen,Scipio,IN,41.2351,-84.8255,"Billiard, Charles E.",1968,"Aux. inf. Wife, 77"
IN8C,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,Allen,Washington,IN,41.13,-85.179,"Billiard, Charles E.",1968,
IN8D,LANCS,Female,50,White,At least some college or beyond,Farmer's wife,Allen,Jefferson,IN,41.0302,-84.9609,"Motherwell, George",1953,"also, 134.2"
IN8E,LANCS,Female,50,White,Between 1 and 8 yrs.,Farmer,Allen,Jefferson,IN,41.0302,-84.9609,"Billiard, Charles E.",1953,
IN9A,LANCS,Female,86,White,Between 1 and 8 yrs.,Unknown,Adams,Decatur,IN,40.8306,-84.9291,"Howren, Robert R.",1954,"also, 138.1"
IN9B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Adams,Washington,IN,40.7865,-84.9193,"Motherwell, George",1953,"also, 138.11; also Chairman of Bank Board"
IN9C,LANCS,Female,70,White,Between 1 and 8 yrs.,Keeping house,Adams,Wabash,IN,40.3652,-84.5615,"Bender, Byron",1952,"also, 138.2; ""Dutchified"" speech"
IN9D,LANCS,Female,57,White,At least some high school,Keeping house,Adams,Wabash,IN,40.3652,-84.5615,"Bender, Byron",1952,"also, 138.21; incomplete record"
IN10A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,Parke,Adams,IN,39.7214,-87.2021,"Motherwell, George",1953,"also, 142.1"
IN10B,LANCS,Male,73,White,At least some high school,Farmer,Parke,Adams,IN,39.7214,-87.2021,"Motherwell, George",1953,"also, 142.2; interviewed together with wife"
IN10C,LANCS,Male,77,White,At least some college or beyond,Professional & technical,Parke,Raccoon,IN,39.6379,-87.1622,"Payne, Richard C.",1977,"Attended Purdue, and did some law school at Indiana U; electrical engineer"
IN11A,LANCS,Male,85,White,Between 1 and 8 yrs.,Farmer,Boone,New Brunswick,IN,39.9442,-86.5228,"Thompson, Robert M.",1960,"also, 139.1"
IN11B,LANCS,Male,69,White,At least some high school,Operative,Boone,Jackson,IN,39.9533,-86.641,"Motherwell, George",1953,"also, 139.2; mail carrier"
IN12A,LANCS,Male,49,White,At least some high school,Farmer,Marion,Warren,IN,39.7697,-86.0326,"Motherwell, George",1953,"also, 143.1"
IN12B,LANCS,Male,80,White,At least some high school,Farmer,Marion,Warren,IN,39.7697,-86.0326,"Thompson, Robert M.",1960,"also, 143.11"
IN12C,LANCS,Male,45,White,At least some high school,Farmer,Marion,Warren,IN,39.7697,-86.0326,"Motherwell, George",1953,"also, 143.2; also salesman"
IN12D,LANCS,Female,~60,White,Unknown,Unknown,Marion,Indianapolis,IN,39.7684,-86.1581,"Dykes, Robert",1953,Incomplete record
IN12E,LANCS,Male,35,White,At least some college or beyond,Farmer,Marion,Bridgeport,IN,39.7323,-86.3172,"Motherwell, George",1953,"also, 143.3"
IN13A,LANCS,Male,90,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",Madison,Fall Creek,IN,40.006,-85.7462,"Motherwell, George",1953,"also, 140.1; merchant for 31 years, formerly, a farmer"
IN13B,LANCS,Male,45,White,At least some high school,Farmer,Madison,Adams,IN,40.0014,-85.6229,"Thompson, Robert M.",1964,"also, 140.2; incomplete record; this and 13C were compiled as single FR by FW but have since been separated"
IN13C,LANCS,Female,37,White,At least some college or beyond,Farmer's wife,Madison,Richland,IN,40.1651,-85.6229,"Thompson, Robert M.",1964,see note for previous record; incomplete record
IN13D,LANCS,Female,56,White,Between 1 and 8 yrs.,Keeping house,Madison,Fall Creek,IN,40.006,-85.7462,"Leuschel, Donald",1977,"incomplete record; also, factory worker; a number of folk forms, including vb. Forms"
IN13E,LANCS,Male,68,White,At least some college or beyond,"Manager, official, or proprietor",Madison,Elwood,IN,40.277,-85.8419,"Thompson, Robert M.",1961,"Auto and auto insurance businesses, also farmer; incomplete record"
IN14A,LANCS,Male,92,White,Between 1 and 8 yrs.,Farmer,Randolph,White River,IN,40.1031,-85.0021,"Eliason, Norman E.",1938,"also, 141.1"
IN14B,LANCS,Female,59,White,At least some high school,Farmer's wife,Randolph,White River,IN,40.1031,-85.0021,"Bender, Byron",1952,"also, 141.2; also drove Farm Bureau truck 10 yrs."
IN14C,LANCS,Female,75,White,Unknown,Farmer's wife,Randolph,Farmland,IN,40.1878,-85.1275,"McDavid, Raven",1961,"also, 141.2; incomplete record"
IN15A,LANCS,Male,65,White,Between 1 and 8 yrs.,Craftsman or foreman,Vigo,Terre Haute,IN,39.4667,-87.4139,"Carmony, Marvin D. ",1964,"also, 145A.1; automobile mechanic"
IN15B,LANCS,Male,41,White,At least some high school,Clerical and sales,Vigo,Terre Haute,IN,39.4667,-87.4139,"Carmony, Marvin D. ",1964,"also, 145A.2; railroad telegrapher, also part-time rural mail carrier"
IN15C,LANCS,Male,35,White,At least some college or beyond,"Manager, official, or proprietor",Vigo,Terre Haute,IN,39.4667,-87.4139,"Carmony, Marvin D. ",1964,"also, 145A.3; automobile agency president"
IN16A,LANCS,Male,65,White,Between 1 and 8 yrs.,Operative,Clay,Washington,IN,39.3858,-87.0024,"Motherwell, George",1953,"also, 145.1; service station operator, also, former restaurant owner"
IN16B,LANCS,Male,86,White,At least some high school,Farmer,Clay,Washington,IN,39.3858,-87.0024,"Motherwell, George",1953,"also, 145.2; supp. inf.: F, 84"
IN16C,LANCS,Male,82,White,At least some college or beyond,"Manager, official, or proprietor",Clay,Brazil,IN,39.5237,-87.125,"Carmony, Marvin D. ",1953,Railroad traffic manager
IN17A,LANCS,Male,80,White,No formal schooling,Farmer,Monroe,Bloomington,IN,39.1653,-86.5264,"Davis, Alva L.",1956,"also, 147.1; also, timber worker, furniture factory worker"
IN17B,LANCS,Female,68,White,Between 1 and 8 yrs.,Keeping house,Monroe,Bloomington,IN,39.1653,-86.5264,"McDavid, Raven",1953,"also, 147.2"
IN18A,LANCS,Male,77,White,Between 1 and 8 yrs.,Farmer,Brown,Nashville,IN,39.2073,-86.247,"Eliason, Norman E.",1938,"also, 148.1; also, clapboard maker"
IN18B,LANCS,Female,64,White,Between 1 and 8 yrs.,Keeping house,Brown,Nashville,IN,39.2073,-86.247,"Motherwell, George",1953,"also, 148.2"
IN19A,LANCS,Male,80,White,Between 1 and 8 yrs.,Craftsman or foreman,Rush,Milroy,IN,39.4978,-85.4682,"Bender, Byron",1952,"also, 144.1; bricklayer"
IN19B,LANCS,Male,65,White,At least some high school,Farmer ,Rush,Milroy,IN,39.4978,-85.4682,"Bender, Byron",1952,"also, 144.2"
IN20A,LANCS,Male,82,White,At least some high school,Clerical and sales,Franklin,Brookville,IN,39.4321,-85.0127,"Bender, Byron",1952,"also, 146.1; hardware dealer; supp. Inf.: M, Farmer, stonecutter, electrician, 79"
